"oeuvre","uri","bib_ref","id","cat_uri","abstract","pages"
"http://data.bnf.fr/ark:/12148/cb166183678","","Bibliothèque municipale (Rouen) -- Manuscrit. Ms. 3024","16618367","https://catalogue.bnf.fr/ark:/12148/cb166183678","Manuscrit sur velin. - Livre d'heures entré dans les collections de la Bibliothèque municipale de Rouen grâce au don de M. Leber, le 19 mars 1838","http://data.bnf.fr/16618367/bibliotheque_municipale__rouen__--_manuscrit__ms__3024/"
"http://data.bnf.fr/ark:/12148/cb16932487n","","Fitzwilliam museum (Cambridge, GB) -- Manuscrit. 3-1954","16932487","https://catalogue.bnf.fr/ark:/12148/cb16932487n","Livre d'heures à l'usage de Paris, enluminé en France vers 1370 pour le duc Philippe II de Bourgogne. Il a été complété vers 1451 pour son petit-fils Philippe le Bon. Les Grandes heures comportaient à l'origine 2 volumes, à la mort de Philippe le Bon le premier volume a été scindé en 2 et le manuscrit de Cambridge correspond à la première partie du manuscrit. Les 2 autres parties se trouvent à la Bibliothèque royale de Belgique sous les cotes Ms.11035-37 et 10392","http://data.bnf.fr/16932487/fitzwilliam_museum__cambridge__gb__--_manuscrit__3-1954/"
"http://data.bnf.fr/ark:/12148/cb14564866x","","Ägyptisches Museum und Papyrussammlung (Berlin) -- Manuscrit. Papyrus Berlin P. 23040","14564866","https://catalogue.bnf.fr/ark:/12148/cb14564866x","","http://data.bnf.fr/14564866/agyptisches_museum_und_papyrussammlung__berlin__--_manuscrit__papyrus_berlin_p__23040/"
"http://data.bnf.fr/ark:/12148/cb14610948f","","Benediktinerstift Sankt Paul (Sankt Paul im Lavanttal, Autriche) -- Manuscrit. Codex 58/1","14610948","https://catalogue.bnf.fr/ark:/12148/cb14610948f","Psautier comportant des enluminures réalisé entre 1300 et 1310 à l'abbaye bénédictine de Ramsey (Grande-Bretagne), et dont certains passages et illustrations évoquent l'histoire de l'abbaye. Conservé à la bibliothèque de l'abbaye, à l'exception de 5 feuillets issus de ce manuscrit (originellement numérotés de 6 à 10), qui sont conservés à la bibliothèque Pierpont Morgan library sous la cote M. 302","http://data.bnf.fr/14610948/benediktinerstift_sankt_paul__sankt_paul_im_lavanttal__autriche__--_manuscrit__codex_58_1/"
"http://data.bnf.fr/ark:/12148/cb15517024m","","Manuscrits. Guatemala, Cathédrale. Ms. 4","15517024","https://catalogue.bnf.fr/ark:/12148/cb15517024m","Livre de choeur copié probablement par Gaspar Fernandes, organiste puis maître de choeur de la cathédrale de Guatemala de 1599 à 1603","http://data.bnf.fr/15517024/manuscrits__guatemala__cathedrale__ms__4/"
"http://data.bnf.fr/ark:/12148/cb144256491","","Alba (famille d') -- Bibliothèque -- Manuscrits. Bible d'Albe","14425649","https://catalogue.bnf.fr/ark:/12148/cb144256491","Au début du XVIIe siècle, le manuscrit appartenait au «Santo Oficio de la inquisición», lequel le remit en 1622 à Gaspar de Guzmán, comte-duc d'Olivares. - Le ms. entra en possession de la famille d'Albe après la mort de ce dernier ; Manuscrit à peintures espagnol du XVe siècle (parchemin ; 513 fol.). - Version castillane commentée de l'Ancien Testament, faite par Moïse Arragel de 1422 à 1433, à la demande Luis de Guzman et sous le contrôle d'Arias de Enzinas, franciscain, de Vasco de Guzman, archidiacre de Tolède, et de Johan de Zamora, dominicain","http://data.bnf.fr/14425649/alba__famille_d___--_bibliotheque_--_manuscrits__bible_d_albe/"
"http://data.bnf.fr/ark:/12148/cb167590592","","Consejo superior de investigaciones cientificas. Biblioteca general (Espagne) -- Manuscrit. J. XIII","16759059","https://catalogue.bnf.fr/ark:/12148/cb167590592","Manuscrit mozarabe, découvert à la fin du 19e siècle en Espagne, et conservé au Consejo superior de investigaciones científicas (anciennement Junta para ampliación de estudios e investigaciones científicas)","http://data.bnf.fr/16759059/consejo_superior_de_investigaciones_cientificas__biblioteca_general__espagne__--_manuscrit__j__xiii/"
"http://data.bnf.fr/ark:/12148/cb11966348c","","Monastère Sainte-Catherine. Bibliothèque (Mont Sinaï, Égypte) -- Manuscrit. Sinai arab. 151","11966348","https://catalogue.bnf.fr/ark:/12148/cb11966348c","","http://data.bnf.fr/11966348/monastere_sainte-catherine__bibliotheque__mont_sinai__egypte__--_manuscrit__sinai_arab__151/"
"http://data.bnf.fr/ark:/12148/cb13745519m","","Österreichische Nationalbibliothek -- Manuscrit. Papyrus Krall","13745519","https://catalogue.bnf.fr/ark:/12148/cb13745519m","","http://data.bnf.fr/13745519/osterreichische_nationalbibliothek_--_manuscrit__papyrus_krall/"
"http://data.bnf.fr/ark:/12148/cb122610128","","British library -- Manuscrit. Ms. Harley 4196","12261012","https://catalogue.bnf.fr/ark:/12148/cb122610128","","http://data.bnf.fr/12261012/british_library_--_manuscrit__ms__harley_4196/"
"http://data.bnf.fr/ark:/12148/cb15004481r","","Abdij van Affligem -- Manuscrit. Ms. Cod. 9","15004481","https://catalogue.bnf.fr/ark:/12148/cb15004481r","","http://data.bnf.fr/15004481/abdij_van_affligem_--_manuscrit__ms__cod__9/"
"http://data.bnf.fr/ark:/12148/cb165944610","","Ave maris stella. Manuscrit de Las Huelgas","16594461","https://catalogue.bnf.fr/ark:/12148/cb165944610","Conduit. - Pièce 153, feuillet 145. - Conservé à Burgos, Monasterio de Las Huelgas (manuscrit de Las Huelgas)","http://data.bnf.fr/16594461/ave_maris_stella__manuscrit_de_las_huelgas/"
"http://data.bnf.fr/ark:/12148/cb122211659","","Österreichische Nationalbibliothek -- Manuscrit. Cod. min. 129","12221165","https://catalogue.bnf.fr/ark:/12148/cb122211659","","http://data.bnf.fr/12221165/osterreichische_nationalbibliothek_--_manuscrit__cod__min__129/"
"http://data.bnf.fr/ark:/12148/cb15003580f","","Bodleian library (Oxford, GB) -- Manuscrit. Ms. Tenbury 1018-1019","15003580","https://catalogue.bnf.fr/ark:/12148/cb15003580f","","http://data.bnf.fr/15003580/bodleian_library__oxford__gb__--_manuscrit__ms__tenbury_1018-1019/"
"http://data.bnf.fr/ark:/12148/cb16170739k","","Metropolitan museum of art (New York) -- Manuscrit. MMA 31.9.7","16170739","https://catalogue.bnf.fr/ark:/12148/cb16170739k","Papyrus démotique énonçant une série de rites mortuaires au bénéfice d'une femme appelée Tanaweruow, décédée au 1er siècle. Après l'avoir un temps possédé, Howard Carter - le futur découvreur de la tombe de Toutankhamon - le revendit à Edward S. Harkness qui en fit don au Metropolitan museum of art de New York en 1924","http://data.bnf.fr/16170739/metropolitan_museum_of_art__new_york__--_manuscrit__mma_31_9_7/"
"http://data.bnf.fr/ark:/12148/cb170653054","","Bibliothèque nationale de France. Département des manuscrits -- Manuscrit. NAL 1063","17065305","https://catalogue.bnf.fr/ark:/12148/cb170653054","Manuscrit en latin sur parchemin du VIIIe siècle","http://data.bnf.fr/17065305/bibliotheque_nationale_de_france__departement_des_manuscrits_--_manuscrit__nal_1063/"
"http://data.bnf.fr/ark:/12148/cb150124490","","Leipziger Stadtbibliothek -- Manuscrit. Rep I","15012449","https://catalogue.bnf.fr/ark:/12148/cb150124490","","http://data.bnf.fr/15012449/leipziger_stadtbibliothek_--_manuscrit__rep_i/"
"http://data.bnf.fr/ark:/12148/cb13774816s","","Bibliothèque nationale de Russie -- Manuscrit. Ms. Q 1 14","13774816","https://catalogue.bnf.fr/ark:/12148/cb13774816s","Ce manuscrit fait partie d'un lot de mss remis à la Biblioteka Załuskich de Varsovie par Józef Andrzej Załuski (1702-1774), ancien élève du Séminaire Saint-Sulpice de Paris et plus tard évêque de Kiev ; Manuscrit français du XVIIe ou du XVIIIe siècle. - Contient un sermon sur la Parole de Dieu et l'«Amour de Madeleine» (voir ce dernier titre dans le fichier des titres uniformes), textes attribués à Jacques-Bénigne Bossuet par Charles Urbain et Eugène Levesque","http://data.bnf.fr/13774816/bibliotheque_nationale_de_russie_--_manuscrit__ms__q_1_14/"
"http://data.bnf.fr/ark:/12148/cb135121054","","Manuscrits imaginaires (littérature)","13512105","https://catalogue.bnf.fr/ark:/12148/cb135121054","","http://data.bnf.fr/13512105/manuscrits_imaginaires__litterature_/"
"http://data.bnf.fr/ark:/12148/cb12048172b","","Manuscrits à peintures anglo-saxons (peuple germanique)","12048172","https://catalogue.bnf.fr/ark:/12148/cb12048172b","","http://data.bnf.fr/12048172/manuscrits_a_peintures_anglo-saxons__peuple_germanique_/"
"http://data.bnf.fr/ark:/12148/cb14597347m","","Palencia. Archivo historico (Espagne ; Provincia) -- Manuscrit. Ms. 107","14597347","https://catalogue.bnf.fr/ark:/12148/cb14597347m","Livre de gestion des terres du monastère de 1410 à 1516","http://data.bnf.fr/14597347/palencia__archivo_historico__espagne___provincia__--_manuscrit__ms__107/"
"http://data.bnf.fr/ark:/12148/cb122046650","","Biblioteca nazionale centrale (Florence, Italie) -- Manuscrit. Ms. Magliab. X. 12","12204665","https://catalogue.bnf.fr/ark:/12148/cb122046650","Catalogue de la bibliothèque du Cardinal L. de' Medici, rédigé par A. Magliabecchi","http://data.bnf.fr/12204665/biblioteca_nazionale_centrale__florence__italie__--_manuscrit__ms__magliab__x__12/"
"http://data.bnf.fr/ark:/12148/cb17135121c","","Musée du Caire -- Manuscrit. P. Cairo JdE 89127-89130, 89137-89143","17135121","https://catalogue.bnf.fr/ark:/12148/cb17135121c","Papyrus juridique du 3e siècle avant J.-C., trouvé en 1938 à Touna el-Gebel (l'ancienne Hermopolis) par l'archéologue égyptien Samir Gabra. Officiellement coté P. Cairo Jde (Journal d'entrée) 89127-89130 et 89137-89143, il est connu comme ""papyrus Mattha"", du nom de son premier déchiffreur, l'égyptologue Girgis Mattha","http://data.bnf.fr/17135121/musee_du_caire_--_manuscrit__p__cairo_jde_89127-89130__89137-89143/"
"http://data.bnf.fr/ark:/12148/cb11952538f","","Biblioteca apostolica vaticana -- Manuscrit. Ms. Vat. Ébr. 440","11952538","https://catalogue.bnf.fr/ark:/12148/cb11952538f","","http://data.bnf.fr/11952538/biblioteca_apostolica_vaticana_--_manuscrit__ms__vat__ebr__440/"
"http://data.bnf.fr/ark:/12148/cb14512471w","","Biblioteca Angelica (Rome) -- Manuscrit. V.3.14.","14512471","https://catalogue.bnf.fr/ark:/12148/cb14512471w","","http://data.bnf.fr/14512471/biblioteca_angelica__rome__--_manuscrit__v_3_14_/"
"http://data.bnf.fr/ark:/12148/cb12026328h","","Manuscrits indonésiens","12026328","https://catalogue.bnf.fr/ark:/12148/cb12026328h","","http://data.bnf.fr/12026328/manuscrits_indonesiens/"
"http://data.bnf.fr/ark:/12148/cb16183232q","","Médiathèque (Orléans) -- Manuscrit. Ms. 201","16183232","https://catalogue.bnf.fr/ark:/12148/cb16183232q","","http://data.bnf.fr/16183232/mediatheque__orleans__--_manuscrit__ms__201/"
"http://data.bnf.fr/ark:/12148/cb121819360","","Bibliothèque nationale de France. Département des manuscrits -- Manuscrit. Arabe 2186","12181936","https://catalogue.bnf.fr/ark:/12148/cb121819360","","http://data.bnf.fr/12181936/bibliotheque_nationale_de_france__departement_des_manuscrits_--_manuscrit__arabe_2186/"
"http://data.bnf.fr/ark:/12148/cb13181424r","","Society of antiquaries of London. Library -- Manuscrit. Ms. 154","13181424","https://catalogue.bnf.fr/ark:/12148/cb13181424r","","http://data.bnf.fr/13181424/society_of_antiquaries_of_london__library_--_manuscrit__ms__154/"
"http://data.bnf.fr/ark:/12148/cb16581363g","","Faget (auteur d'un mémoire manuscrit, 17..-17..)","16581363","https://catalogue.bnf.fr/ark:/12148/cb16581363g","Auteur d'un mémoire manuscrit sur les généralités d'Auch et de Pau dans la collection géographique du marquis de Paulmy, qui fut adjoint au ministre de la guerre de 1751 à 1757 et lui-même ministre de 1757 à 1758. - En activité en 1753",""
"http://data.bnf.fr/ark:/12148/cb12486383k","","Kantonsbibliothek Thurgau -- Manuscrit. Cod. Y 74","12486383","https://catalogue.bnf.fr/ark:/12148/cb12486383k","Manuscrit moyen haut allemand, en provenance du Kloster Sankt Katharinental (Diessenhofen, Suisse), concernant les Dominicaines qui y vivaient","http://data.bnf.fr/12486383/kantonsbibliothek_thurgau_--_manuscrit__cod__y_74/"
"http://data.bnf.fr/ark:/12148/cb146044929","","Biblioteca nazionale Vittorio Emanuele III (Naples, Italie) -- Manuscrit. Ms. XI.AA.40-41","14604492","https://catalogue.bnf.fr/ark:/12148/cb146044929","","http://data.bnf.fr/14604492/biblioteca_nazionale_vittorio_emanuele_iii__naples__italie__--_manuscrit__ms__xi_aa_40-41/"
"http://data.bnf.fr/ark:/12148/cb14434888f","","Bibliothèque nationale de France. Département des manuscrits -- Manuscrit. Celt. basq. 5","14434888","https://catalogue.bnf.fr/ark:/12148/cb14434888f","Manuscrit breton, sur papier, du XVIe siècle (66 feuillets). - Vie de sainte Nonne et de saint Devy (ou David) ; Porte un ex-libris daté de 1697 au nom d'Olivier Cloaret, demeurant à Dirinon (Finistère). - En 1833, le curé de Dirinon confie ce ms. à un certain abbé Sionnet, et c'est sans doute celui-ci qui l'a remis à la Bibliothèque royale. - Ancienne cote : suppl. fr. 3127","http://data.bnf.fr/14434888/bibliotheque_nationale_de_france__departement_des_manuscrits_--_manuscrit__celt__basq__5/"
"http://data.bnf.fr/ark:/12148/cb452003966","","Manuscrits juridiques du Midi","45200396","https://catalogue.bnf.fr/ark:/12148/cb452003966","",""
"http://data.bnf.fr/ark:/12148/cb16563302b","","Trinity college. Library (Dublin) -- Manuscrit. Ms. 50","16563302","https://catalogue.bnf.fr/ark:/12148/cb16563302b","Manuscrit enluminé à la fin du 11e siècle au scriptorium de Llanbadarn Fawr au Pays de Galles","http://data.bnf.fr/16563302/trinity_college__library__dublin__--_manuscrit__ms__50/"
"http://data.bnf.fr/ark:/12148/cb15670651w","","Bancroft library (Berkeley, Calif.) -- Manuscrit. Ms. M-M 268","15670651","https://catalogue.bnf.fr/ark:/12148/cb15670651w","Manuscrit rapportant un synode de l'Église catholique au Mexique au XVIe siècle","http://data.bnf.fr/15670651/bancroft_library__berkeley__calif___--_manuscrit__ms__m-m_268/"
"http://data.bnf.fr/ark:/12148/cb177859538","","Université de Niamey. Département des manuscrits arabes et ajami. Bibliothèque","17785953","https://catalogue.bnf.fr/ark:/12148/cb177859538","",""
"http://data.bnf.fr/ark:/12148/cb166349692","","Biblioteca nacional (Espagne) -- Manuscrit. Ms. Vitr. 14-1","16634969","https://catalogue.bnf.fr/ark:/12148/cb166349692","","http://data.bnf.fr/16634969/biblioteca_nacional__espagne__--_manuscrit__ms__vitr__14-1/"
"http://data.bnf.fr/ark:/12148/cb15604787p","","Bibliothèque nationale de France. Département de la musique -- Manuscrit. Rés. F. 443","15604787","https://catalogue.bnf.fr/ark:/12148/cb15604787p","","http://data.bnf.fr/15604787/bibliotheque_nationale_de_france__departement_de_la_musique_--_manuscrit__res__f__443/"
"http://data.bnf.fr/ark:/12148/cb17737315h","","Bibliothèque municipale (Lyon) -- Manuscrit. Ms. 478","17737315","https://catalogue.bnf.fr/ark:/12148/cb17737315h","Parchemin composé de 203 feuillets en écriture onciale. Le premier cahier (1-9) a été écrit en onciale probablement à l'époque mérovingienne. Les folio 10-121 forment 14 cahiers marqués II-XV ; les folio 122-201 sont marqués A-K 260 × 201 mm","http://data.bnf.fr/17737315/bibliotheque_municipale__lyon__--_manuscrit__ms__478/"
"http://data.bnf.fr/ark:/12148/cb12110835p","","Stiftsbibliothek (Saint-Gall, Suisse) -- Manuscrit. Codex Sangallensis 22","12110835","https://catalogue.bnf.fr/ark:/12148/cb12110835p","","http://data.bnf.fr/12110835/stiftsbibliothek__saint-gall__suisse__--_manuscrit__codex_sangallensis_22/"
"http://data.bnf.fr/ark:/12148/cb14606071q","","Bibliothèque nationale de France. Département des manuscrits -- Manuscrit. Latin 5248","14606071","https://catalogue.bnf.fr/ark:/12148/cb14606071q","Manuscrit latin, sur parchemin, du XIIe siècle. - Réunit une copie du Martyrologe d'Adon, et l'obituaire de la cathédrale Saint-Mary de Forcalquier, ce dernier comprenant des additions jusqu'à la fin du XVIe siècle","http://data.bnf.fr/14606071/bibliotheque_nationale_de_france__departement_des_manuscrits_--_manuscrit__latin_5248/"
"http://data.bnf.fr/ark:/12148/cb16593467t","","Bibliothèque nationale de France. Département des manuscrits -- Manuscrit. NAF 3577-3587","16593467","https://catalogue.bnf.fr/ark:/12148/cb16593467t","Manuscrit en français sur papier. - Comporte 11 volumes. - Contient les registres des lettres et délibérations de la commission nommée pour la préparation et la publication du grand ouvrage intitulé Description de l'Égypte (1802-1827)","http://data.bnf.fr/16593467/bibliotheque_nationale_de_france__departement_des_manuscrits_--_manuscrit__naf_3577-3587/"
